id,f_type,f_id,translation_en,translation_ru,value,answer,speaker_id,sex,age,tukhum
580,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,15,f,57,Хасик1олал
583,lexical,14,rainbow,радуга,raduɡa,радуга,15,f,57,Хасик1олал
588,lexical,15,north,север,sewer,север,15,f,57,Хасик1олал
593,lexical,16,thousand,тысяча,oziruɡu,озИругу,15,f,57,Хасик1олал
594,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,16,f,16,Ордащилал
596,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,16,f,16,Ордащилал
598,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,16,f,16,Ордащилал
600,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,16,f,16,Ордащилал
602,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,16,f,16,Ордащилал
604,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,16,f,16,Ордащилал
606,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,16,f,16,Ордащилал
609,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,16,f,16,Ордащилал
611,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,16,f,16,Ордащилал
613,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,16,f,16,Ордащилал
616,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,16,f,16,Ордащилал
617,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,16,f,16,Ордащилал
620,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,16,f,16,Ордащилал
625,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,16,f,16,Ордащилал
628,lexical,15,north,север,sewer,север,16,f,16,Ордащилал
633,lexical,16,thousand,тысяча,oziruɡu,озИругу,16,f,16,Ордащилал
634,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,17,f,56,Ордащилал
636,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,17,f,56,Ордащилал
638,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,17,f,56,Ордащилал
640,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,17,f,56,Ордащилал
642,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,17,f,56,Ордащилал
644,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,17,f,56,Ордащилал
646,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,17,f,56,Ордащилал
649,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,17,f,56,Ордащилал
651,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,17,f,56,Ордащилал
653,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,17,f,56,Ордащилал
656,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,17,f,56,Ордащилал
657,grammar,12,they are eating,они кушают,wokoma-dol,гьегевул вокомаДОЛ,17,f,56,Ордащилал
660,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,17,f,56,Ордащилал
665,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,17,f,56,Ордащилал
669,lexical,15,north,север,sewer,север,17,f,56,Ордащилал
674,lexical,16,thousand,тысяча,oziruɡu,озИругу,17,f,56,Ордащилал
675,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,18,f,25,Гъазбегол
677,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,18,f,25,Гъазбегол
679,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,18,f,25,Гъазбегол
681,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,18,f,25,Гъазбегол
684,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,18,f,25,Гъазбегол
687,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,18,f,25,Гъазбегол
690,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,18,f,25,Гъазбегол
692,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,18,f,25,Гъазбегол
694,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,18,f,25,Гъазбегол
697,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,18,f,25,Гъазбегол
698,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,18,f,25,Гъазбегол
702,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbihi,вуъоРБИГЬИ,18,f,25,Гъазбегол
706,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,18,f,25,Гъазбегол
709,lexical,15,north,север,sewer,север,18,f,25,Гъазбегол
713,lexical,16,thousand,тысяча,ozuruɡu,озУругу,18,f,25,Гъазбегол
715,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,19,m,73,Мизулал
717,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,19,m,73,Мизулал
719,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,19,m,73,Мизулал
721,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,19,m,73,Мизулал
724,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,19,m,73,Мизулал
726,grammar,6,pour your father some water,налей отцу воды,dada-j,т1инно дадаЙ лъен,19,m,73,Мизулал
727,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,19,m,73,Мизулал
730,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,19,m,73,Мизулал
732,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,19,m,73,Мизулал
734,grammar,10,heels,пятка pl,miʒa-bil,мижоБИЛ,19,m,73,Мизулал
738,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,19,m,73,Мизулал
740,grammar,12,they are eating,они кушают,wokoma-lo,гьегевул вокомаЛО,19,m,73,Мизулал
743,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbihi,вуъоРБИГЬИ,19,m,73,Мизулал
746,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,19,m,73,Мизулал
750,lexical,15,north,север,sewer,север,19,m,73,Мизулал
754,lexical,16,thousand,тысяча,ozuruɡu,озУругу,19,m,73,Мизулал
756,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,20,f,43,"Сарайлал, Юсупилал"
758,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,20,f,43,"Сарайлал, Юсупилал"
760,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,20,f,43,"Сарайлал, Юсупилал"
762,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,20,f,43,"Сарайлал, Юсупилал"
764,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,20,f,43,"Сарайлал, Юсупилал"
766,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,20,f,43,"Сарайлал, Юсупилал"
768,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,20,f,43,"Сарайлал, Юсупилал"
771,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,20,f,43,"Сарайлал, Юсупилал"
773,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,20,f,43,"Сарайлал, Юсупилал"
776,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,20,f,43,"Сарайлал, Юсупилал"
779,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,20,f,43,"Сарайлал, Юсупилал"
780,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,20,f,43,"Сарайлал, Юсупилал"
784,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbihi,вуъоРБИГЬИ,20,f,43,"Сарайлал, Юсупилал"
788,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,20,f,43,"Сарайлал, Юсупилал"
791,lexical,15,north,север,sewer,север,20,f,43,"Сарайлал, Юсупилал"
795,lexical,16,thousand,тысяча,ozuruɡu,озУругу,20,f,43,"Сарайлал, Юсупилал"
797,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,21,f,58,Сиралал
799,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,21,f,58,Сиралал
801,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,21,f,58,Сиралал
803,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,21,f,58,Сиралал
805,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,21,f,58,Сиралал
807,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,21,f,58,Сиралал
809,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,21,f,58,Сиралал
812,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,21,f,58,Сиралал
814,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,21,f,58,Сиралал
817,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,21,f,58,Сиралал
820,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,21,f,58,Сиралал
821,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,21,f,58,Сиралал
823,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,21,f,58,Сиралал
827,lexical,14,rainbow,радуга,raduɡa,радуга,21,f,58,Сиралал
832,lexical,15,north,север,sewer,север,21,f,58,Сиралал
835,lexical,16,thousand,тысяча,ozruɡu,озругу,21,f,58,Сиралал
838,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,22,m,64,Эсолал
840,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,22,m,64,Эсолал
842,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,22,m,64,Эсолал
844,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,22,m,64,Эсолал
846,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,22,m,64,Эсолал
848,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,22,m,64,Эсолал
850,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,22,m,64,Эсолал
853,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,22,m,64,Эсолал
855,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,22,m,64,Эсолал
858,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,22,m,64,Эсолал
861,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,22,m,64,Эсолал
862,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,22,m,64,Эсолал
865,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,22,m,64,Эсолал
871,lexical,14,rainbow,радуга,nur,нур,22,m,64,Эсолал
874,lexical,15,north,север,sewer,север,22,m,64,Эсолал
878,lexical,16,thousand,тысяча,ozuruɡu,озУругу,22,m,64,Эсолал
880,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,23,m,39,Сарикаевский
882,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,23,m,39,Сарикаевский
884,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,23,m,39,Сарикаевский
886,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,23,m,39,Сарикаевский
888,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,23,m,39,Сарикаевский
891,grammar,6,pour your father some water,налей отцу воды,dada-j,т1инно дадаЙ лъен,23,m,39,Сарикаевский
893,grammar,7,pour your cow some water,налей корове воды,zĩw-uj,т1инно зивуЙ лъен,23,m,39,Сарикаевский
895,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,23,m,39,Сарикаевский
897,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,23,m,39,Сарикаевский
900,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,23,m,39,Сарикаевский
903,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,23,m,39,Сарикаевский
904,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,23,m,39,Сарикаевский
906,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,23,m,39,Сарикаевский
912,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,23,m,39,Сарикаевский
915,lexical,15,north,север,sewer,север,23,m,39,Сарикаевский
918,lexical,16,thousand,тысяча,ozruɡu,озругу,23,m,39,Сарикаевский
921,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,24,f,53,Нух1илал
923,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,24,f,53,Нух1илал
925,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,24,f,53,Нух1илал
927,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,24,f,53,Нух1илал
930,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,24,f,53,Нух1илал
931,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,24,f,53,Нух1илал
933,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,24,f,53,Нух1илал
936,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,24,f,53,Нух1илал
938,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,24,f,53,Нух1илал
941,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,24,f,53,Нух1илал
944,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,24,f,53,Нух1илал
945,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,24,f,53,Нух1илал
949,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbihi,вуъоРБИГЬИ,24,f,53,Нух1илал
952,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,24,f,53,Нух1илал
956,lexical,15,north,север,sewer,север,24,f,53,Нух1илал
960,lexical,16,thousand,тысяча,ozuruɡu,озУругу,24,f,53,Нух1илал
962,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,25,m,60,"Хъазилал, Агьлуухъелал"
964,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,25,m,60,"Хъазилал, Агьлуухъелал"
966,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,25,m,60,"Хъазилал, Агьлуухъелал"
968,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,25,m,60,"Хъазилал, Агьлуухъелал"
971,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,25,m,60,"Хъазилал, Агьлуухъелал"
972,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,25,m,60,"Хъазилал, Агьлуухъелал"
974,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,25,m,60,"Хъазилал, Агьлуухъелал"
977,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,25,m,60,"Хъазилал, Агьлуухъелал"
979,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,25,m,60,"Хъазилал, Агьлуухъелал"
982,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,25,m,60,"Хъазилал, Агьлуухъелал"
985,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,25,m,60,"Хъазилал, Агьлуухъелал"
986,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,25,m,60,"Хъазилал, Агьлуухъелал"
989,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,25,m,60,"Хъазилал, Агьлуухъелал"
993,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,25,m,60,"Хъазилал, Агьлуухъелал"
996,lexical,15,north,север,sibir,сибир,25,m,60,"Хъазилал, Агьлуухъелал"
1002,lexical,16,thousand,тысяча,oziruɡu,озИругу,25,m,60,"Хъазилал, Агьлуухъелал"
1003,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,26,m,38,Хъазилал
1005,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,26,m,38,Хъазилал
1007,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,26,m,38,Хъазилал
1009,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,26,m,38,Хъазилал
1011,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,26,m,38,Хъазилал
1013,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,26,m,38,Хъазилал
1015,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,26,m,38,Хъазилал
1018,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,26,m,38,Хъазилал
1020,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,26,m,38,Хъазилал
1023,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,26,m,38,Хъазилал
1026,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,26,m,38,Хъазилал
1028,grammar,12,they are eating,они кушают,wokoma-lo,гьегевул вокомаЛО,26,m,38,Хъазилал
1029,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,26,m,38,Хъазилал
1034,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,26,m,38,Хъазилал
1038,lexical,15,north,север,sewer,север,26,m,38,Хъазилал
1043,lexical,16,thousand,тысяча,oziruɡu,озИругу,26,m,38,Хъазилал
1044,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,27,f,67,Ислам
1046,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,27,f,67,Ислам
1048,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,27,f,67,Ислам
1050,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,27,f,67,Ислам
1052,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,27,f,67,Ислам
1054,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,27,f,67,Ислам
1056,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,27,f,67,Ислам
1059,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,27,f,67,Ислам
1061,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,27,f,67,Ислам
1064,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,27,f,67,Ислам
1067,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,27,f,67,Ислам
1069,grammar,12,they are eating,они кушают,wokoma-lo,гьегевул вокомаЛО,27,f,67,Ислам
1071,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,27,f,67,Ислам
1074,lexical,14,rainbow,радуга,raduɡa,радуга,27,f,67,Ислам
1079,lexical,15,north,север,sewer,север,27,f,67,Ислам
1083,lexical,16,thousand,тысяча,ozuruɡu,озУругу,27,f,67,Ислам
1085,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,28,m,58,Ордащилал
1087,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,28,m,58,Ордащилал
1089,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,28,m,58,Ордащилал
1091,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,28,m,58,Ордащилал
1093,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,28,m,58,Ордащилал
1095,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,28,m,58,Ордащилал
1097,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,28,m,58,Ордащилал
1100,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,28,m,58,Ордащилал
1102,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,28,m,58,Ордащилал
1105,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,28,m,58,Ордащилал
1108,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,28,m,58,Ордащилал
1110,grammar,12,they are eating,они кушают,wokoma-lo,гьегевул вокомаЛО,28,m,58,Ордащилал
1112,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,28,m,58,Ордащилал
1116,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,28,m,58,Ордащилал
1120,lexical,15,north,север,sewer,север,28,m,58,Ордащилал
1125,lexical,16,thousand,тысяча,oziruɡu,озИругу,28,m,58,Ордащилал
1126,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,29,m,61,Балталал
1128,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,29,m,61,Балталал
1130,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,29,m,61,Балталал
1132,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,29,m,61,Балталал
1134,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,29,m,61,Балталал
1136,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,29,m,61,Балталал
1138,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,29,m,61,Балталал
1141,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,29,m,61,Балталал
1143,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,29,m,61,Балталал
1146,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,29,m,61,Балталал
1149,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,29,m,61,Балталал
1151,grammar,12,they are eating,они кушают,wokoma-lo,гьегевул вокомаЛО,29,m,61,Балталал
1152,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,29,m,61,Балталал
1157,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,29,m,61,Балталал
1161,lexical,15,north,север,sewer,север,29,m,61,Балталал
1166,lexical,16,thousand,тысяча,oziruɡu,озИругу,29,m,61,Балталал
1167,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,30,f,48,NA
1169,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,30,f,48,NA
1171,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,30,f,48,NA
1173,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,30,f,48,NA
1175,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,30,f,48,NA
1177,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,30,f,48,NA
1179,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,30,f,48,NA
1182,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,30,f,48,NA
1184,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,30,f,48,NA
1187,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,30,f,48,NA
1190,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,30,f,48,NA
1191,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,30,f,48,NA
1193,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,30,f,48,NA
1197,lexical,14,rainbow,радуга,raduɡa,радуга,30,f,48,NA
1202,lexical,15,north,север,sewer,север,30,f,48,NA
1207,lexical,16,thousand,тысяча,oziruɡu,озИругу,30,f,48,NA
1208,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,31,m,67,Нух1илал
1210,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,31,m,67,Нух1илал
1212,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,31,m,67,Нух1илал
1214,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,31,m,67,Нух1илал
1216,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,31,m,67,Нух1илал
